name,prefix,alias
Centro De Estudio Musical,"ESCOLA PRIVADA DE MÚSICA ",Instituto
Centro De Enseñanzas Superiores De Diseño De Interiores De Madrid,null,Instituto
Centro De Enseñanzas Deportivas Salesianos Soto Del Real,null,Instituto
Centro De Enseñanzas Deportivas GSD,null,Instituto
Centro De Enseñanzas Deportivas De La Universidad Camilo José Cela,null,Instituto
Centro De Enseñanzas De Peluquería Y Estética Chela,null,Instituto
Tabladilla,null,Colegio
Centro De E.e.paralisis Infantil,null,Instituto
Centro De Danza Carmen Roche,null,Instituto
Suizo de Madrid,null,Colegio
Santa Cecilia De Macastre,"ESCOLA PRIVADA DE MÚSICA ",Instituto
Centro De Bachillerato De Artes Escénicas,null,Instituto
Centro Cultural Y Deportivo Tajamar,null,Instituto
Centro Bobath España,null,Instituto
Centro Bobath De Formación Profesional,null,Instituto
José Jalon,null,Colegio
José Iturzaeta,null,Colegio
Centro Bobath De Educación De Adultos,null,Instituto
Centro Artístico Musical Santa Cecilia De Foios,ESCOLA PRIVADA DE MÚSICA C.ART. MUSICAL STA.CECILIA DE FOIOS,Instituto
Centro Artistíco Musical,ESCOLA PRIVADA DE MÚSICA CENTRO ARTÍSTICO MUSICAL,Instituto
Centro Andaluz De Estudios Y Entrenamiento,null,Instituto
Centro Academico De Entrenadores De Futbol De Boadilla Del Monte,null,Instituto
Centro Academico De Entrenadores De Futbol De Arturo Soria,null,Instituto
Stephane Lupasco,null,Colegio
Centre Musical Puig Campana,"ESCOLA PRIVADA DE MÚSICA ",Instituto
Centre Musical I Instructiú Santa Cecilia De Puçol,ESCOLA PRIVADA DE MÚSICA C. MUS. I INST.STA CECILIA DE PUÇOL,Instituto
Centre Musical Beniopa,"ESCOLA PRIVADA DE MÚSICA ",Instituto
Stella Maris La Gavia,null,Colegio
Centre Educació Musical I Artístic,null,Instituto
Stella Maris College & Prep School,null,Colegio
St. Michael's Royal School (Británico),null,Colegio
José Hierro,null,Colegio
Centre De Música Natzaret,"ESCOLA PRIVADA DE MÚSICA ",Instituto
St. Michael's Las Lomas,null,Colegio
St. Michael's El Parque,null,Colegio
St. Mary's School,null,Colegio
Centre D'estudis Musicals Del Berguedà L'espill,null,Instituto
St. George Madrid,null,Colegio
St. Anne´s School,null,Colegio
Centre Artístic Musical,"ESCOLA PRIVADA DE MÚSICA ",Instituto
Cenec-málaga,null,Instituto
Cenec,null,Instituto
Squema,"CEE PRIV. ",Colegio
"Cen-taller Norte Joven,villa De Vallecas",null,Instituto
Ceme,null,Instituto
Celestino Mutis,null,Instituto
CEIP ESTILO,CEIP,Instituto
Cei Escuela De Diseño,null,Instituto
Cegam Instituto De Sanidad,null,Instituto
Cegam,null,Instituto
José De Echegaray,null,Colegio
José Calvo Sotelo,null,Colegio
de Fomento Los Olmos,null,Colegio
C.e.e. sanatorio Marítimo,null,Colegio
Cefoec Epj,null,Instituto
Cefoa,null,Instituto
Cefated,null,Instituto
Cedeco,null,Instituto
Ceade Leonardo,null,Instituto
CEAC Instituto de Formación Profesional Oficial | Madrid,null,Instituto
CEAC Centro de Estudios de Formación Profesional Oficial | Valencia,null,Instituto
CEAC Centro de Estudios de Formación Profesional Oficial | Barcelona,null,Instituto
Cdm Escuela De Profesiones Digitales  (Formación Profesional),null,Instituto
Cats Formación,null,Instituto
Soledad Sainz,null,Colegio
José Bergamín Gutiérrez,null,Colegio
"Catedra De Pediatria, Hospital Clinico",null,Instituto
Castro Unisex (grupo C&p),null,Instituto
Castillo De Albenzaide,null,Instituto
José Bergamin,null,Colegio
Silvio Abad,null,Colegio
Casarrubuelos,null,Instituto
Casa Hogar El Cristo Roto,null,Instituto
Casa De La Cultura,null,Instituto
Jonathan Galea,null,Colegio
Carròs,"ESCOLA PRIVADA DE MÚSICA ",Instituto
Carpe Diem,null,Instituto
Carmen Martín Gaite,null,Instituto
Carmen Fernandez-miranda - Fsdm,null,Instituto
Carmen Conde,null,Instituto
Carmen Amaya,null,Instituto
Carlos María Rodríguez De Valcarcel,null,Instituto
Sierra De Guadarrama,null,Colegio
John Lennon,null,Colegio
de Educación Especial San José,null,Colegio
Carlos Bousoño,null,Instituto
Cardenal Silíceo Del Colegio De Infantes,null,Instituto
Sierra Blanca-El Romeral,null,Colegio
Cardenal Herrera Oria,null,Instituto
Carabaña,null,Instituto
Joaquín Dicenta,null,Colegio
Cantarela,null,Instituto
Canillejas,null,Instituto
Canario Superior De Estudios Icse-tenerife,null,Instituto
Canario Superior De Estudios Icse-las Palmas,null,Instituto
Seseña Y Benavente,null,Colegio
Joaquín Blume,null,Colegio
Campus Fp Leganes,null,Instituto
Campus Fp Getafe Escuela De Negocios Y Tecnologías De La Comunicación,null,Instituto
Campus Fp Emprende,null,Instituto
Campus Fp Atocha,null,Instituto
Campus Fp Arganda Artes Culinarias E Industrias Creativas,null,Instituto
Campus Formación Cb,null,Instituto
Campus Dental Madrid,null,Instituto
Campus Dental Huelva,null,Instituto
Campus Dental écija,null,Instituto
Campus Dental Algeciras,null,Instituto
Campomar,null,Instituto
Campo Real,null,Instituto
Campanar,"ESCOLA PRIVADA DE MÚSICA ",Instituto
Camp De Morvedre,"ESCOLA PRIVADA DE MÚSICA ",Instituto
Camino Real San Sebastián De Los Reyes,null,Instituto
Serracines,null,Colegio
Buen Pastor,null,Colegio
Brotmadrid,null,Colegio
Antonio Buero Vallejo,null,Colegio
Agustín Rodríguez Sahagun,null,Colegio
Camberlan,null,Instituto
Camarma De Esteruelas,null,Instituto
Calderón De La Barca,null,Instituto
Calatalifa,null,Instituto
Calassanç,"ESCOLA PRIVADA DE MÚSICA I DANSA ",Instituto
Senara,null,Colegio
Calasancia,"ESCOLA PRIVADA DE MÚSICA I DANSA ",Instituto
Cade,null,Instituto
Cadalso De Los Vidrios,null,Instituto
Seminario Reina De Los Apóstoles,Seminario,Colegio
C.recursos Com.sorda Juan Luis Marroquin,null,Instituto
C.esp.nivelac.y Recuperacion Esc.de Min,null,Instituto
C.e.s. Fuencarral,null,Instituto
C.e.e. fundación Padre Vinjoy,Fundación,Instituto
SEK International School El Castillo,null,Colegio
Seis De Diciembre,null,Colegio
SEI Soledad,null,Colegio
SEI San José,null,Colegio
"C&d System, Pivot Point",null,Instituto
Butarque,null,Instituto
SEI Rihondo,null,Colegio
SEI La Merced,null,Colegio
SEI Dos Parques,null,Colegio
Bulevar,null,Instituto
Buitrago De Lozoya,null,Instituto
Buitrago,null,Instituto
"Bucle, Centro De Formación De Peluquería Y Estética",null,Instituto
Bsdanza,null,Instituto
Brunete (esc. Mun. Musica),null,Instituto
SEI Concepción,null,Colegio
Británico De Madrid En Somosaguas,null,Instituto
Breogan,null,Instituto
SEI Antavilla,null,Colegio
Bonretorn,"ESCOLA PRIVADA DE MÚSICA ",Instituto
Scuola Statale Italiana De Madrid,null,Colegio
Scuola Materna Italiana de Madrid (italiano),null,Colegio
Blas De Otero,null,Instituto
Blancas Y Negras,null,Instituto
Scientia San Sebastián,null,Colegio
Scientia Mengual,null,Colegio
Bizkargi Musica Eskola,null,Instituto
Scientia Alhucema,null,Colegio
Scandinavian School-internacional Section (Británico),null,Colegio
Joan Mesquida,null,Colegio
British Royal School,null,Colegio
Berzosa Del Lozoya,null,Instituto
Sants Innocents,null,Colegio
Berna,null,Instituto
Santos Niños,null,Colegio
British Prince School (Británico),null,Colegio
Benjamin Rua,null,Instituto
Santo Tomás De Villanueva (Agustinos Granada),null,Colegio
Benifaraig,"ESCOLA PRIVADA DE MÚSICA ",Instituto
Benicadell,"ESCOLA PRIVADA DE MÚSICA I DANSA ",Instituto
Benedicto Xvi,null,Instituto
Santo Rosario,null,Colegio
Jesús-María Nuestra Señora de la Caridad del Cobre,null,Colegio
British Montessori,null,Colegio
Jesús-María Juan Bravo,null,Colegio
Bemposta Nacion De Los Muchachos,null,Instituto
Belmonte De Tajo,null,Instituto
Jesús-María El Cuco,null,Colegio
Santo Ángel British School(britanico),null,Colegio
"Jesús, María Y José",null,Colegio
Beatriz Galindo,null,Instituto
Bata - Os Mecos,null,Instituto
Barrio Simancas,null,Instituto
Barrio Loranca,null,Instituto
Barrio Del Cristo,"ESCOLA PRIVADA DE MÚSICA ",Instituto
Barrio De Bilbao,null,Instituto
Santísima Trinidad-trinitarios,null,Colegio
Jesús Varela,null,Colegio
Británico Montfort,null,Colegio
Británico - British Council School,null,Colegio
Santísima Trinidad San Rafael,null,Colegio
Santísima Trinidad II,null,Colegio
Santísima Trinidad I,null,Colegio
Barajas,null,Instituto
Banda Unión Musical,"ESCOLA PRIVADA DE MÚSICA ",Instituto
Banda Primitiva,"ESCOLA PRIVADA DE MÚSICA ",Instituto
Banda Musical La Lira,"ESCUELA PRIVADA DE MÚSICA ",Instituto
Banda De Lalin,null,Instituto
Banda Artístico-cultural De Montaverner,ESCOLA PRIVADA DE MÚSICA B. ARTÍSTICO-CULT.DE MONTAVERNER,Instituto
Jesús María - La Asunción,null,Colegio
Bristol,null,Colegio
Santamarca Internacional,Fundación,Colegio
Jesús Aramburu,null,Colegio
Brewster,null,Colegio
Santa Susana,null,Colegio
Ayensa,null,Instituto
Axular Musika Eskola,null,Instituto
Aviation Training And Maintenance Group,null,Instituto
Santa Rafaela María,null,Colegio
Avenida De Los Toreros,null,Instituto
Avanza Asesoria Y Organización De Formación Continua.,null,Instituto
Avalon,null,Instituto
Aulameda,"ESCOLA PRIVADA DE MÚSICA ",Instituto
Aula Musical,null,Instituto
Santa María Nuestra Señora,null,Colegio
Jesuitinas Juan Nepomuceno Rojas,null,Colegio
Bravo Murillo,null,Colegio
Santa María La Mayor,null,Colegio
Santa María Del Valle Cep,null,Colegio
Jerónimo De Moragas,null,Colegio
Santa María Del Valle,null,Colegio
Jérôme Lejeune,null,Colegio
Aula De Enseñanzas Deportivas SIDFOR,null,Instituto
Santa María Del Llano,null,Colegio
Santa María del Camino,null,Colegio
Santa María Del Bosque,null,Colegio
Santa María Del Alba,null,Colegio
Santa María de Yermo FESD,null,Colegio
Santa María De Queralt,null,Colegio
Santa María De Los Rosales,null,Colegio
Jenara Carrasco,null,Colegio
Santa María De Los Reyes,null,Colegio
Santa María De Los Pinos,null,Colegio
Santa María De Los Apóstoles,null,Colegio
Santa María De Las Rozas,null,Colegio
Santa María De La Hispanidad,null,Colegio
Santa María De La Capilla,null,Colegio
Santa María De Guadalupe,null,Colegio
Santa Margarita María Alacoque,null,Colegio
Javier De Miguel,null,Colegio
Brains International School La Moraleja,null,Colegio
Brains Arturo Soria,null,Colegio
Sociedad Artístico Musical Santa Cecilia,ESCUELA PRIVADA DE MÚSICA SO. ARTÍST. MUSICAL SANTA CECILIA,Instituto
Aucavi Sur,null,Instituto
Aucavi,null,Instituto
Santa Luisa,null,Colegio
Atxarte,null,Instituto
Atlántida Cidep 2,null,Instituto
Atlántida Centro De Investigación Y Desarrollo De Estudios Profesionales,null,Instituto
Atenpace,null,Instituto
Sociedad Musical Ruperto Chapí,"ESCUELA PRIVADA DE MÚSICA ",Instituto
Ateneu Musical,"ESCOLA PRIVADA DE MÚSICA DEL ",Instituto
Ateneu De Manises,"ESCOLA PRIVADA DE MÚSICA ",Instituto
Ateneo Musical Joaquín Olivert Pellicer,ESCOLA PRIVADA DE MÚSICA  ATENEO M.JOAQUÍN OLIVERT PELLICER,Instituto
Jarama,null,Colegio
Sociedad Musical Y Cultural Virgen De Las Nieves,ESCUELA PRIVADA DE MÚSICA S. M. Y CULT. VIRGEN DE LAS NIEVES,Instituto
Santa Gema Galgani,null,Colegio
Sociedad Unión Musical Santa Cecilia,ESCOLA PRIVADA DE MÚSICA SOC. UNIÓN MUSICAL SANTA CECILIA,Instituto
Associació D'estudis Avançats-música Sana,ESCOLA PRIVADA DE MÚSICA  A. D'ESTUDIS AVANÇATS-M. SANA,Instituto
Aspromin,null,Instituto
Aspanaex,null,Instituto
Aspanaes-duques De Lugo,null,Instituto
Santa Francisca Javier Cabrini,null,Colegio
Aspanaes,null,Instituto
Aspades - La Laguna,null,Instituto
Societat Musical La Unió De Tres Forques,"E. PRIV. DE MÚSICA ",Instituto
Aspace,null,Instituto
Aspaber,null,Instituto
Societat Unió Musical Catarroja,"ESCOLA PRIVADA DE MÚSICA ",Instituto
Asociación Pro Deficientes Mentales San José,null,Instituto
Asociación Musical Santiago Apóstol De Albatera,ESCUELA PRIVADA DE MÚSICA A. MUS. SANTIAGO APÓSTOL ALBATERA,Instituto
Asociación Musical Santa Cecilia,"ESCOLA PRIVADA DE MÚSICA ",Instituto
Asociación Musical Luís Vives,"ESCOLA PRIVADA DE MÚSICA  ",Instituto
Asociación Musical L'almoina,"ESCOLA PRIVADA DE MÚSICA ",Instituto
Asociacion Musical El Casar,null,Instituto
Asociación Musical Canalense,"ESCOLA PRIVADA DE MÚSICA ",Instituto
Asociación Cultural La Unión Artística Musical,ESCOLA PRIVADA DE MÚSICA ASOC. LA UNIÓN ARTÍSTICA MUSICAL,Instituto
Asociación APSA,null,Instituto
Santa Elizabeth,null,Colegio
Santa Elena,null,Colegio
Jara,null,Colegio
Japonés De Madrid (alum. Extr.),null,Colegio
Arzobispo Morcillo,null,Instituto
Arturo Soria,null,Instituto
Arts,"ESCOLA PRIVADA DE MÚSICA ",Instituto
Artmusic,null,Instituto
Artistica De Arcade,null,Instituto
Artis,null,Instituto
Artemis,null,Instituto
Santa Catalina De Sena,null,Colegio
Arte Musical,"ESCOLA PRIVADA DE MÚSICA ",Instituto
Art-9,null,Instituto
Arsènic,null,Instituto
Arroyomolinos (esc. Mun. Musica),null,Instituto
Santa Beatriz De Silva,null,Colegio
Arrasate Musical,null,Instituto
Arquitecto Ventura Rodríguez,null,Instituto
Arquitecto Peridis,null,Instituto
Arquitecto Pedro Gumiel,null,Instituto
Santa Ángela,null,Colegio
Santa Ana Y San Rafael - Marianistas,null,Colegio
Jaime Vera,null,Colegio
Armonia,null,Instituto
Arlequín,null,Instituto
Aries,null,Instituto
Arganzuela,null,Instituto
Arganda Del Rey,null,Instituto
Arenas De Mónsul,null,Instituto
Arenal Centro De Formación Profesional,null,Instituto
J.a.b.y.,null,Colegio
Arboleda II,null,Instituto
Araya,null,Instituto
Aransgi,null,Instituto
Arans Gui,null,Instituto
Itálica,null,Colegio
Aquinas International School,null,Instituto
Aprompsi,null,Instituto
Isterria,null,Colegio
Daoiz Y Velarde,null,Colegio
Daniel Vázqued Díaz,null,Colegio
Antonio Quirante,"ESCUELA PRIVADA DE MÚSICA ",Instituto
Antonio Lopez García,null,Instituto
Antonio Gaudi,null,Instituto
Daniel Martín,null,Colegio
Antonio Fraguas Forges,null,Instituto
Antonio De Solís,null,Instituto
Antares,null,Instituto
Dallington School,null,Colegio
Bolivia,null,Colegio
Antón Sevillano,null,Colegio
Anselmo Lorenzo,null,Instituto
Anne Sullivan International School,null,Instituto
Anna Maleras,null,Instituto
Ángel Martínez,null,Instituto
Ángel De La Guarda - A.f.a.n.a.s.,null,Instituto
Ángel Corella,null,Instituto
ánfora Centro De Innovación Y Formación,null,Instituto
Sant Joan De Deu,null,Colegio
Amparo Iturbi,"ESCOLA PRIVADA DE MÚSICA ",Instituto
Irlandesas Madrid,null,Colegio
Blas De Otero,null,Colegio
Amigos De La Música,"ESCOLA PRIVADA DE MÚSICA ",Instituto
Amics De La Música,"ESCOLA PRIVADA DE MÚSICA ",Instituto
Irlandesas Loreto,null,Colegio
Amicos,null,Instituto
Sant Genís Dels Agudells,null,Colegio
Irlandesas el Soto,null,Colegio
Amencer,null,Instituto
Ameikutz,null,Instituto
Amaniel,null,Instituto
Amando Blanquer,"ESCOLA PRIVADA DE MÚSICA ",Instituto
Amancio Amorós Sirvent,"ESCOLA PRIVADA DE MÚSICA ",Instituto
Irlandesas Bami,null,Colegio
Irlandesas Aljarafe,null,Colegio
Amalia Navas Sáenz,null,Instituto
Aluche,null,Instituto
Alua,null,Instituto
Iris,null,Colegio
Alto Jarama,null,Instituto
Altair,null,Instituto
Iplacea,null,Colegio
Blas De Lezo,null,Colegio
Alpedrete,null,Instituto
Alpajes,null,Instituto
International School Of Madrid,null,Colegio
Alonso De Avellaneda,null,Instituto
Almozara,null,Instituto
International School Maresme,null,Colegio
International School Costa Brava,null,Colegio
Almerimatik Formación,null,Instituto
International Montessori Kindergarten,null,Colegio
Almajan,null,Instituto
International College Spain,null,Colegio
Allegro,null,Instituto
Allegretto,"ESCUELA PRIVADA DE MÚSICA ",Instituto
Allegretto,null,Instituto
Alkala-nahar,null,Instituto
Internacional Torrequebrada CIT,null,Colegio
Internacional Stella Maris,null,Colegio
Internacional SEK Santa Isabel,null,Colegio
Internacional SEK Ciudalcampo,null,Colegio
Alhamar,null,Instituto
Internacional SEK Alborán,null,Colegio
Internacional Santo Tomás De Aquino,null,Colegio
Alfredo Kraus,null,Instituto
Alfonso Moreno,null,Instituto
Internacional Pinosierra,null,Colegio
Internacional Nuevo Centro,null,Colegio
Alfar,null,Instituto
Internacional Nicoli,null,Colegio
Internacional Kolbe,null,Colegio
Alexandre,null,Instituto
Alenta,null,Instituto
Aldentista,null,Instituto
Aldea Del Fresno,null,Instituto
Internacional J.h. Newman,null,Colegio
Internacional Eurovillas,null,Colegio
Internacional Europa,null,Colegio
Antanes School,null,Colegio
Antamira,null,Colegio
Aleph,null,Colegio
Agustín De Argüelles,null,Colegio
Técnico De Estudios Profesionales-sevilla,null,Instituto
Alcobendas,null,Instituto
Alcazaba Superior,null,Instituto
San Saturio,null,Colegio
Internacional De Granada,null,Colegio
San Ramón Y San Antonio,null,Colegio
Alborada,null,Instituto
ALBOR Córdoba,Fundación,Instituto
Albor Cádiz,Fundación,Instituto
Alboka,null,Instituto
San Rafael Y San Vicente,null,Colegio
Internacional Aravaca,null,Colegio
Albéniz Escuela De Música De Tomares,null,Instituto
Albaydar,null,Instituto
San Rafael Arcángel,null,Colegio
Alarnes,null,Instituto
Alarcón,null,Instituto
Alameda De Osuna,null,Instituto
Al-satt,null,Instituto
Internacional Alminar,null,Colegio
Bintaufa,null,Colegio
Institución Provincial Gaditana,null,Colegio
Al-ándalus úbeda,null,Instituto
Al-ándalus Sevilla,null,Instituto
Al-ándalus Linarés,null,Instituto
Institución Educativa Logos,null,Colegio
San Patricio Serrano,null,Colegio
San Patricio La Moraleja,null,Colegio
San Patricio El Soto,null,Colegio
Agustina De Aragon,null,Instituto
San Pascual,null,Colegio
Institución Del Divino Maestro,null,Colegio
Águeda Murillo,null,Instituto
Agrupación Músico Cultural,"ESCOLA PRIVADA DE MÚSICA ",Instituto
Agrupación Musical Patraix,"ESCOLA PRIVADA DE MÚSICA ",Instituto
Agrupación Musical Do Rosal,null,Instituto
Agrupación Musical De Vincios,null,Instituto
Agrupación Musical Benicalap,"ESCOLA PRIVADA DE MÚSICA ",Instituto
Agrupación Musical Atlantica,null,Instituto
Agrupación Musical,"ESCOLA PRIVADA DE MÚSICA ",Instituto
San Miguel-adoratrices,null,Colegio
San Miguel III,null,Colegio
Agrupación Artistíco Musical Ausiàs March,ESCOLA PRIVADA DE MÚSICA AGRUP. ART. MUSICAL AUSIÀS MARCH,Instituto
Agrupación Artístico Musical,"ESCOLA PRIVADA DE MÚSICA ",Instituto
Agrupació Musical Mediterráneo La Vila-joiosa,ESCOLA PRIVADA DE MÚSICA A. MUS. MEDITERRÁNEO LA VILA-JOIOSA,Instituto
Agrupació Musical,"ESCOLA PRIVADA DE MÚSICA  ",Instituto
Agrupació Escola Musical La Nova De L'olleria,ESCOLA PRIVADA DE MÚSICA A.E.MUSICAL LA NOVA DE L'OLLERIA,Instituto
Agata-villaverde,null,Instituto
Inst. Pedagogia Terapèut. Jeroni De Moragas,null,Colegio
Cumbres Highlands,null,Colegio
Bilingüe Vallmont,null,Colegio
Afuera II,null,Instituto
Africa,null,Instituto
Afines Equestrian,null,Instituto
San Martín De Tours,null,Colegio
Inmaculado Corazón De María Portaceli - Jesuitas,null,Colegio
Aenilce,null,Instituto
Adventista,"ESCOLA PRIVADA DE MÚSICA DEL ",Instituto
Inmaculada Niña,null,Colegio
San Manuel,null,Colegio
San Luis-felca,null,Colegio
Adrian Ponz,"ESCOLA PRIVADA DE MÚSICA ",Instituto
San Luis y San Ildefonso,null,Colegio
Adolfo Salazar,null,Instituto
Adenta,null,Instituto
Ademo,null,Instituto
San Luis Rey,null,Colegio
Inmaculada Concepción-la Salle,null,Colegio
Cumbre-oxford,null,Colegio
Adagio Eskola,null,Instituto
Adagi,null,Instituto
San Luis De Los Franceses,null,Colegio
Ada,null,Instituto
Ad Libitum,"ESCOLA PRIVADA DE MÚSICA ",Instituto
Acordes,"ESCOLA PRIVADA DE MÚSICA ",Instituto
San Lucas,null,Colegio
Acamdo,"ESCUELA PRIVADA DE MÚSICA  ",Instituto
Acamán,null,Instituto
Academia Universo II,null,Instituto
Academia Universo,null,Instituto
Academia Toan,null,Instituto
San Juan García,null,Colegio
Bilingüe Khalil Gibran,null,Colegio
Academia Teba,null,Instituto
Academia Preuniversitaria,null,Instituto
