name,prefix,alias
Escuela De Canto Eugenia Echarren,Escuela De Canto,Instituto
Escuela De Arte Y Discapacidad,null,Instituto
Escuela De Arte De Madrid N.3,null,Instituto
Escuela De Arte De Madrid N.10,null,Instituto
Escuela de Arte 12 DISEÑO INDUSTRIAL,null,Instituto
La Escuelita De Ilusiones,null,Colegio
"Escuela Arte Granada, Centro De Formación",null,Instituto
Escuela Agraria Vícar,null,Instituto
Escuela Agraria CENTRO DE CAPACITACION AGRARIA,null,Instituto
Escolanía Ntra.sra.desamparados,ESCOLA PRIVADA DE MÚSICA ESCOLANIA NTRA.SRA.DESAMPARADOS,Instituto
Escolandia ii,null,Instituto
Escola Taller Xalest,null,Instituto
La Escuela,null,Colegio
Zola Villafranca,null,Colegio
ESCOLA DE MÚSICA I GRAU PROFESSIONAL CEM,null,Instituto
Escola De Música De Vilatuxe,null,Instituto
Escola De Musica Berenguela,null,Instituto
Escola De Danza Carmen,null,Instituto
Escola De Dansa Centrescènic,null,Instituto
Escola D'educands L'avanç,"ESCOLA PRIVADA DE MÚSICA ",Instituto
Zola Las Rozas,null,Colegio
Escola D'educandos De L'amistat,"ESCOLA PRIVADA DE MÚSICA ",Instituto
Escola Coral De Veus,"ESCOLA PRIVADA DE MÚSICA ",Instituto
Esclavas De La Virgen Dolorosa,null,Instituto
Esc.tecnica De Enseñanzas Especializadas,null,Instituto
Zazuar,null,Colegio
Esc. Mun. Ramón María Del Valle Inclán,null,Instituto
Esc. De Adultos De Barajas,null,Instituto
Esc. De Adultos De Arganzuela,null,Instituto
Zabaloetxe Goikoa,null,Colegio
La Dehesa Del Príncipe,null,Colegio
La Dehesa de Humanes,null,Colegio
Apadis,"CEE PRIV. ",Colegio
Esama I. Escuela Superior Andaluza De Medios Audiovisuales I,null,Instituto
Ertxiña,null,Instituto
Erik Satie,"ESCOLA PRIVADA DE MÚSICA ",Instituto
Yvonne Blacke,null,Colegio
Ergos Zambrano,null,Instituto
Ergos Anidi,null,Instituto
Ergos Aljarafe,null,Instituto
Ergos,null,Instituto
EOI Valdemoro,EOI,Instituto
EOI Tres Cantos,EOI,Instituto
Yago School,null,Colegio
EOI Torrejon De Ardoz,EOI,Instituto
EOI San Sebastián De Los Reyes,EOI,Instituto
EOI San Fernando De Henares,EOI,Instituto
EOI Rivas-vaciamadrid,EOI,Instituto
EOI Pozuelo De Alarcón,EOI,Instituto
EOI Pinto,EOI,Instituto
EOI Parla,EOI,Instituto
EOI Mostoles,EOI,Instituto
EOI Majadahonda,EOI,Instituto
EOI Madrid-villaverde En El Espinillo,"EOI ",Instituto
EOI Madrid-villaverde,EOI,Instituto
EOI Madrid-valdezarza,EOI,Instituto
EOI Madrid-tribunal,EOI,Instituto
EOI Madrid-san Blas,EOI,Instituto
EOI Madrid-moratalaz En Puente De Vallecas,"EOI ",Instituto
EOI Madrid-moratalaz,EOI,Instituto
EOI Madrid-jesús Maestro,EOI,Instituto
EOI Madrid-embajadores,EOI,Instituto
EOI Madrid-ciudad Lineal En Barajas,"EOI ",Instituto
EOI Madrid-ciudad Lineal,EOI,Instituto
EOI Madrid-carabanchel,EOI,Instituto
y Seminario Menor Inmaculada y San Dámaso,Seminario,Colegio
EOI Leganes,EOI,Instituto
EOI Las Rozas De Madrid,EOI,Instituto
EOI Getafe,EOI,Instituto
EOI Fuenlabrada,EOI,Instituto
Wisdom School Madrid,null,Colegio
EOI Coslada,EOI,Instituto
Winston Churchill,null,Colegio
EOI Collado Villalba,EOI,Instituto
Willoughby International College,null,Colegio
William Shakespeare,null,Colegio
Wendy,null,Colegio
EOI Boadilla Del Monte,EOI,Instituto
EOI Aranjuez,EOI,Instituto
EOI Alcorcon En San Martín De Valdeiglesias,"EOI ",Instituto
EOI Alcorcon,EOI,Instituto
EOI Alcalá De Henares En Arganda Del Rey,"EOI ",Instituto
EOI Alcalá De Henares,EOI,Instituto
Waldorf Munay,null,Colegio
Entrevias,null,Instituto
Enseñanza Y Animación Sociodeportivas,null,Instituto
Waldorf Córdoba Piedra y Cielo  International School,null,Colegio
La Casita,null,Colegio
Antusana,null,Colegio
Alicia De Larrocha,null,Colegio
Alhambra,null,Colegio
Enrique García Asensio,null,Instituto
Encuentro,null,Instituto
Enclave De Ar-t,null,Instituto
Encarnación Contreras Torres,null,Instituto
En Vicent Serrano I Gil,"ESCOLA PRIVADA DE MÚSICA ",Instituto
Emuraf,"ESCOLA PRIVADA DE MÚSICA ",Instituto
EMPR Calo-teo,EMPR,Instituto
Emperatriz María De Austria,null,Instituto
Emilio Castelar,null,Instituto
Emi Vivas,null,Instituto
Embc,null,Instituto
Els Tarongers,"ESCOLA PRIVADA DE MÚSICA ",Instituto
Calasancio (Nuestra Señora de las Escuelas Pías),null,Colegio
Elcható,null,Instituto
El Valle,"ESCOLA PRIVADA DE MÚSICA ",Instituto
Virgen Inmaculada-Santa María De La Victoria,null,Colegio
El Seguili,"ESCOLA PRIVADA DE MÚSICA ",Instituto
El Racó d'en Trapito,null,Instituto
Virgen Del Remedio,null,Colegio
La Asuncion Granada,null,Colegio
Calasancio  Hispalense (Escolapios Sevilla),null,Colegio
El Ponton,null,Instituto
Virgen Del Henar,null,Colegio
Virgen Del Cortijo,null,Colegio
Virgen Del Consuelo,null,Colegio
El Patito Feo,null,Instituto
El Palmar,"ESCOLA PRIVADA DE MÚSICA ",Instituto
Virgen Del Cerro,null,Colegio
Virgen De Valderrabe,null,Colegio
Virgen De Peña Sacra,null,Colegio
Virgen De Orreaga,null,Colegio
El Escorial,null,Instituto
El Empecinado,null,Instituto
Virgen De Nuria,null,Colegio
Virgen De Navalazarza,null,Colegio
El elefante,null,Instituto
El Despertar,null,Instituto
El Corbinet,"ESCUELA PRIVADA DE MÚSICA ",Instituto
El cole en casa,null,Instituto
El Carreró,null,Instituto
El Carrascal,null,Instituto
El Capricho,null,Instituto
El Cañaveral,null,Instituto
Virgen De Mirasierra,null,Colegio
El Burgo-ignacio Echeverría,null,Instituto
El Buen Gobernador,null,Instituto
El Boalo,null,Instituto
El Álamo,null,Instituto
El abelo,null,Instituto
Eijo Y Garay,null,Instituto
La Alhondiga,null,Colegio
Caja General De Ahorros,null,Colegio
Antoniorrobles,null,Colegio
Eguzkia,null,Instituto
Eguzki-berri,null,Instituto
Efa Valdemilanos,null,Instituto
Virgen De La Ribera Fund. Hnos.,null,Colegio
EE.PP. Sagrada Familia Jerez de la Frontera - Jesuitas,null,Instituto
EE.PP. Sagrada Familia Bujalance - Jesuitas,null,Instituto
Edufy Formación Ii,null,Instituto
Edufy Formación,null,Instituto
Educavita,null,Instituto
Educandos S.c.d. Carolinas,"ESCOLA PRIVADA DE MÚSICA ",Instituto
Educandos De La Sociedad Musical,"ESCOLA PRIVADA DE MÚSICA ",Instituto
Educandos Asociación Mus.talense,ESCOLA PRIVADA DE MÚSICA EDUCANDOS ASO. MUS.TALENSE,Instituto
Virgen De La Nueva,null,Colegio
Educandos,"ESCOLA PRIVADA DE MÚSICA DE ",Instituto
"Educacion, Cultura Y Solidaridad",null,Instituto
Eduardo Arnau,"ESCOLA PRIVADA DE MÚSICA ",Instituto
Ecodent's Ute,null,Instituto
Easo,null,Instituto
Virgen De La Cinta,null,Colegio
Virgen De La Chanca - Marianistas,null,Colegio
L'heura,null,Colegio
Eaai Formación Profesional,null,Instituto
Virgen De La Almudena,null,Colegio
Dxt El Puerto,null,Instituto
Dxt Cartuja Centro,null,Instituto
Dúnia,null,Instituto
Dulce Chacón,null,Instituto
Virgen De Europa,null,Colegio
Duendes,null,Instituto
Duarte Formación Coín,null,Instituto
Don Pelayo,null,Instituto
Don Juan I,null,Instituto
Virgen De Atocha FESD,null,Colegio
L'escorça,null,Colegio
Domenico Scarlatti,null,Instituto
Dolors Vilalta Lacruz,null,Instituto
Doinua,null,Instituto
Doctor Marañon,null,Instituto
Villar Palasi,null,Colegio
"Dmúsica, Espais De Formació",null,Instituto
Divisi,"ESCOLA PRIVADA DE MÚSICA AULA DE MÚSICA ",Instituto
Distrito Centro,null,Instituto
Districte Marítim Grau De Gandia,ESCOLA PRIVADA DE MÚSICA DISTRICTE MARITIM GRAU DE GANDIA,Instituto
Villamadrid,null,Colegio
VILLALKOR,null,Colegio
Dionisio Pedro Estarelles,"ESCOLA PRIVADA DE MÚSICA I DANSA ",Instituto
Villalar,null,Colegio
Dionisio Aguado,null,Instituto
Diesi,null,Instituto
Diego Velázquez,null,Instituto
Villaeuropa,null,Colegio
Didáctica Unión Musical Llanera De Ranes,ESCOLA PRIVADA DE MÚSICA DIDÁCTICA UM LLANERA DE RANES,Instituto
Didacta,null,Instituto
Diciembre garden,null,Instituto
Díaz Balaguer,null,Instituto
Diaula,null,Instituto
L'àngel,null,Colegio
C.r.e.v.o.,null,Colegio
C.r.e. Antonio Vicente Mosquete,null,Colegio
Deporte Activo Deac,null,Instituto
Deporocio Institute,null,Instituto
Dental Formación,null,Instituto
Villa De Navalcarnero,null,Colegio
Villa De Guadarrama,null,Colegio
Villa De Griñón,null,Colegio
Del Puerto,"ESCOLA PRIVADA DE MÚSICA ",Instituto
Del Palomar,"ESCOLA PRIVADA DE MÚSICA ",Instituto
Del Palau,null,Instituto
Villa De Cobeña,null,Colegio
Del Guinardó,null,Instituto
Del Centre De Lectura De Reus,null,Instituto
Deborah,null,Instituto
De Xinzo,null,Instituto
De Vinaròs,"ESCOLA PRIVADA DE MÚSICA ",Instituto
De Vilanova,null,Instituto
L'alba,null,Colegio
Antonio Osuna,null,Colegio
Alfredo Landa,null,Colegio
Alfredo Di Stefano,null,Colegio
De Vilaboa,null,Instituto
Vida Montserrat,null,Colegio
Victor Pradera,null,Colegio
Koynos,"CEE PRIV. ",Colegio
Victor Jara,null,Colegio
King's College Soto de Viñuelas,null,Colegio
De Salamanca,null,Instituto
King's College La Moraleja,null,Colegio
King's College Chamartín,null,Colegio
De Rianxo,null,Instituto
Vicente Blasco Ibáñez,null,Colegio
Kaizen Montessori,null,Colegio
De Palafrugell,null,Instituto
De Nota En Nota,"ESCOLA PRIVADA DE MÚSICA ",Instituto
Vicalvaro,null,Colegio
Vía Romana,null,Colegio
De Montbrió Del Camp,null,Instituto
De Mollerussa,null,Instituto
Veritas,null,Colegio
Juncal,null,Colegio
Antonio Moreno Rosales,null,Colegio
De La Unión Musical,"ESCUELA PRIVADA DE MÚSICA ",Instituto
De La Unió Musical De Benetusser,"ESCOLA PRIVADA DE MÚSICA ",Instituto
De La Societat Unió Musical De Biar,ESCOLA PRIVADA DE MÚSICA DE LA SOCIETAT U. MUSICAL DE BIAR,Instituto
Verge De La Cinta,null,Colegio
De La Nova,"ESCOLA PRIVADA DE MÚSICA ",Instituto
De La Cabrera,null,Instituto
De L'orfeó Gracienc,null,Instituto
Julio Cortazar,null,Colegio
Ventas De Santa Bárbara,null,Colegio
De L'associacio Cultural La Roca,ESCOLA PRIVADA DE MÚSICA DE L'ASSOCIACIÓ CULTURAL LA ROCA,Instituto
De L'agrupació Musical Rapitenca,null,Instituto
Vegasur,null,Colegio
Julián Marías,null,Colegio
Julián Besteiro,null,Colegio
De Practicas Asunción Rincon,null,Colegio
De Guadarrama,null,Instituto
De Gràcia,null,Instituto
Vega Escuela Activa (EE.UU),null,Colegio
De Formación Profesional De Sanidad Y Emergencias,null,Instituto
De Formación Profesional Ceac,null,Instituto
De Formación Empresarial De La Camara Oficial De Comercio E Industria De Madrid,null,Instituto
Judy Sharp Internacional School (EE.UU),null,Colegio
De Fomento Ocupacional II,null,Instituto
De F.p. Superior Puenteuropa,null,Instituto
De Educación Tecnológica,null,Instituto
Juan Zaragueta,null,Colegio
Vedruna Sagrada Familia,null,Colegio
Juan XXIII Chana,null,Colegio
C.R.A. Vega De Tajuña,null,Colegio
Aidemar,null,Colegio
Vedruna,null,Colegio
Vázqued De Mella,null,Colegio
Vasco Nuñez De Balboa,null,Colegio
De Capellades,null,Instituto
De Canet D'en Berenguer,"ESCOLA PRIVADA DE MÚSICA ",Instituto
Juan Perez Villaamil,null,Colegio
Juan Pablo II Puerto Real,null,Colegio
Juan Pablo II Línea de la Concepción,null,Colegio
De Ademuz,"ESCUELA PRIVADA DE MÚSICA ",Instituto
David Campos,null,Instituto
Dario Estudio,null,Instituto
Daoiz Y Velarde,null,Instituto
Juan Pablo II La Inmaculada Guadarrama,null,Colegio
Juan Pablo II Cádiz,null,Colegio
Danzarte,null,Instituto
Danza Pasiños,null,Instituto
Dantzerti,null,Instituto
Dantea,null,Instituto
"Dansa 2001, Generació Innovadora Segle XXI",null,Instituto
VALLE DEL MIRO,null,Colegio
Daniel Arnau,"ESCOLA PRIVADA DE MÚSICA ",Instituto
Juan Pablo II Almería,null,Colegio
Juan Pablo II Alcorcón,null,Colegio
Daganzo De Arriba,null,Instituto
Da Limia,null,Instituto
D. Miguel Arnau Abad,ESCOLA PRIVADA DE MÚSICA D.MIGUEL ARNAU ABAD,Instituto
D. Luis Ayllon,"ESCUELA PRIVADA DE MÚSICA Y DANZA ",Instituto
D'anglès,null,Instituto
D'altea,"ESCOLA PRIVADA DE MÚSICA I DANSA ",Instituto
Juan Ocaña,null,Colegio
C.R.A. Sierra Oeste Zarzalejo,null,Colegio
D'alginet,"ESCOLA PRIVADA DE MÚSICA ",Instituto
D'albaida,"ESCOLA PRIVADA DE MÚSICA ",Instituto
Curva Polar Escuela Superior De Imagen Y Sonido,null,Instituto
Cumbre,null,Instituto
Cultural Moratalaz,null,Instituto
Cuevas De Utiel,"ESCUELA PRIVADA DE MÚSICA ",Instituto
Cuentacuentos,null,Instituto
Cucú,null,Instituto
Cuatrovientos,null,Instituto
Cruz Roja | Formación Profesional,null,Instituto
Cruz Roja Norman Bethune,null,Instituto
Cruz Roja Española En Córdoba,null,Instituto
Cra./fuente San Luis,"ESCOLA PRIVADA DE MÚSICA ",Instituto
Valdeserra International School,null,Colegio
Valderrey,null,Colegio
Valdepalitos,null,Colegio
Juan Gris,null,Colegio
Valdemera,null,Colegio
Valdeluz,null,Colegio
CPM Majadahonda,CPM,Instituto
CPM Getafe,CPM,Instituto
CPM Alcalá De Henares,CPM,Instituto
CPD Mariemma,CPD,Instituto
Valdefuentes,null,Colegio
Valdebernardo,null,Colegio
Coslada,null,Instituto
Cortes De Cádiz,null,Instituto
Corporación Musical De La Pobla De Vallbona,ESCOLA PRIVADA DE MÚSICA C.MUSICAL DE LA POBLA DE VALLBONA,Instituto
Core Networks,null,Instituto
Coral Crevillentina,"ESCOLA PRIVADA DE MÚSICA ",Instituto
Contrapunto,null,Instituto
Contrapunt,"ESCOLA PRIVADA DE MÚSICA ",Instituto
V Centenario,null,Colegio
Juan Falco,null,Colegio
Juan de Valdés,null,Colegio
Antonio Hernández,null,Colegio
Ahlzahir,null,Colegio
Agustiniano,null,Colegio
Acebuchal,null,Colegio
Academia Santa Teresa,null,Colegio
Constantino Torregrosa Morant,"ESCOLA PRIVADA DE MÚSICA ",Instituto
Juan De La Rosa,null,Colegio
Uno De Mayo,null,Colegio
Unión Musical De Liria,"CENTRE INTEGRAT ",Colegio
Juan De Goyeneche,null,Colegio
Conservatorio de Música MONTSERRAT CABALLÉ,null,Instituto
Unión Chretienne De St.chaumond (franc.),null,Colegio
U.p.a.c.e.,null,Colegio
de Nuestra Señora,null,Colegio
Conde De Orgaz,null,Instituto
Comunidad Sorda Andaluza,null,Instituto
Complutense,null,Instituto
Compañía De María,null,Instituto
Comarcal Tierra Del Vino,"ESCUELA PRIVADA DE MÚSICA ",Instituto
Comarcal De Música Tradicional,"ESCOLA PRIVADA DE MÚSICA ",Instituto
Comarcal De Música Del Comtat,"ESCOLA PRIVADA DE MÚSICA ",Instituto
Comarcal Alto Turia,"ESCUELA PRIVADA DE MÚSICA ",Instituto
Com.,null,Instituto
Colmenarejo,null,Instituto
Trinity College San Sebastián De Los Reyes,null,Colegio
TRINITY COLLEGE BOADILLA,null,Colegio
Colmenar Viejo (esc. Mun. Musica),null,Instituto
Colmenar Viejo,null,Instituto
Colmenar De Oreja,null,Instituto
Collado Villalba,null,Instituto
Collado Mediano,null,Instituto
Colegio Santo Tomás De Aquino,null,Instituto
Colegio Juan XXIII-Buenafuente,null,Instituto
COLEGIO Jesús-María García Noblejas,null,Instituto
Col.edu.esp.clinica San Juan De Dios,null,Instituto
Codesa,null,Instituto
Trinidad,null,Colegio
Trilema Sagrada Familia,null,Colegio
C.R.A. Los Olivos,null,Colegio
S.martin De La Vega,null,Instituto
Coda,"ESCOLA PRIVADA DE MÚSICA ",Instituto
Coco Comin,null,Instituto
Cobeña,null,Instituto
Trilema El Pilar,null,Colegio
Trilema Avenida América,null,Colegio
Tribu Reggio School,null,Colegio
JOYFE,null,Colegio
Club Aires De Jarama,null,Instituto
Clinica San Juan De Dios,null,Instituto
Cleardent Center,null,Instituto
Tres Olivos,null,Colegio
Jovellanos,null,Colegio
Clara Del Rey,null,Instituto
Ciudad Lineal,null,Instituto
Ciudad Escolar,null,Instituto
Ciudad Del Futbol,null,Instituto
Tren 2,null,Colegio
Trébol,null,Colegio
Ciudad De Ponferrada,null,Instituto
Ciudad De Peñíscola,"ESCOLA PRIVADA DE MÚSICA ",Instituto
Ciudad De Los Poetas,null,Instituto
Ciudad De Los ángeles,null,Instituto
Ciudad De Elda,"ESCUELA PRIVADA DE MÚSICA ",Instituto
Ciudad De Elche,"ESCOLA PRIVADA DE MÚSICA ",Instituto
Trabenco,null,Colegio
Josep Tarradellas,null,Colegio
Ciudad De Benicarló,"ESCOLA PRIVADA DE MÚSICA ",Instituto
Ciudad Atarfe,null,Instituto
Cisen,null,Instituto
Círculo Católico De Torrent,"ESCOLA PRIVADA DE MÚSICA ",Instituto
Torrevilano,null,Colegio
Cimo,"ESCOLA PRIVADA DE MÚSICA I DANSA ",Instituto
Cim Banda Parroquial De Torrefiel,"ESCOLA PRIVADA DE MÚSICA ",Instituto
CIFP Simone Ortega,CIFP,Instituto
Torres Quevedo,null,Colegio
Torrepinos,"CEE PRIV. ",Colegio
CIFP Las Canteras,CIFP,Instituto
CIFP Arsenio Sánchez (fremm),CIFP,Instituto
Ciempozuelos,null,Instituto
Cid Campeador,null,Instituto
Ciclos Pàlcam,null,Instituto
Cica,null,Instituto
Cibernos,null,Instituto
Ciac,"ESCOLA PRIVADA DE MÚSICA ",Instituto
Chinchon,null,Instituto
Chapineria,null,Instituto
Torrente Ballester,null,Colegio
Antonio Fontan,null,Colegio
Alfonso X,null,Colegio
Tome Y Orgaz,null,Colegio
"Cev, Escuela Superior De Comunicación, Imagen Y Sonido (Británico)",null,Instituto
Cev Centro De Estudios Del Video,null,Instituto
Cev Centro De Arte Y Tecnología,null,Instituto
"Ceu-sevilla, Fundación Mapfre Medicina",Fundación,Instituto
Ceu-instituto Superior De Estudios Profesionales,null,Instituto
Ceu-aljarafe,null,Instituto
Ceu Sevilla,null,Instituto
CEU San Pablo de Claudio Coello,null,Instituto
Cesur-sevilla,null,Instituto
Cesur-pta,null,Instituto
C.R.A. El Jarama,null,Colegio
Cesur-madrid II,null,Instituto
Cesur-ctm,null,Instituto
Cesur Sevilla Cartuja,null,Instituto
Cesur Sabinillas,null,Instituto
Cesur Open Helicon,null,Instituto
Cesur Open,null,Instituto
Tomás Breton,null,Colegio
Cesur Murcia,null,Instituto
Cesur Madrid Plaza Eliptica,null,Instituto
Cesur Centro De Tecnificación Deportiva Cafd,null,Instituto
Cesur,null,Instituto
Josefina Carabias,null,Colegio
Cesed,null,Instituto
Cesa Campus De Estudios Superiores Aljarafe,null,Instituto
"Ces, Escuela Superior De Imagen Y Sonido",null,Instituto
CES Cristo Rey,null,Instituto
Tiny Town Academy,null,Colegio
C.R.A. De Lozoyuela,null,Colegio
Cercle D'arts,"ESCOLA PRIVADA DE MÚSICA ",Instituto
Cercedilla,null,Instituto
Cepri,null,Instituto
Ceprem,null,Instituto
CEPEF,CEPEF,Instituto
CEPA Moncloa,CEPA,Instituto
Timón,null,Colegio
Tilmar,null,Colegio
C.R.A. De Lozoya,null,Colegio
C.R.A. De Cabanillas De La Sierra,null,Colegio
Centro Superior Musica Creativa,null,Instituto
Centro Superior De Innovación Y Desarrollo Chf,null,Instituto
Centro Superior De Hostelería Del Mediterráneo,CIFP,Instituto
Centro Superior De Formación Europa Sur (cesur-las Palmas),null,Instituto
Tierrallana,null,Colegio
Centro Superior De Formación Europa Sur (cesur),null,Instituto
Centro Superior De Enseñanzas Deportivas Alfonso X El Sabio,null,Instituto
Centro Superior De Enseñanza Musical Progreso Musical,null,Instituto
Centro Superior De Enseñanza Musical Katarina Gurska,null,Instituto
Centro Superior De Diseño De Moda De Madrid,null,Instituto
Centro Salud Y Deporte,null,Instituto
Centro Profesional Europeo De Madrid-estudios Profesionales Superiores,null,Instituto
Centro Profesional Europeo De Madrid - Estudios Profesionales Superiores,null,Instituto
Centro Profesional Europeo De Madrid - Estudios Profesionales De Enseñanzas Artisticas,null,Instituto
"Centro Politecnico A Distancia Y Editorial Cpd, S.l.",null,Instituto
The English Montessori School TEMS (Británico),null,Colegio
The English Montessori School (Británico),null,Colegio
Centro Nuevo De Pedagogia,null,Instituto
Centro Musical Taf,null,Instituto
Centro Musical Paternense,"ESCOLA PRIVADA DE MÚSICA ",Instituto
Centro Musical,"ESCOLA PRIVADA DE MÚSICA ",Instituto
Centro Municipal De Danza siglo XXI,null,Instituto
Centro Mesena,null,Instituto
Centro José María,null,Instituto
The British College of Gavà,null,Colegio
Centro Internacional El Altillo School,null,Instituto
Centro Instructivo Unión Musical De Bugarra,ESCUELA PRIVADA DE MÚSICA C.INST.UNIÓN MUSICAL DE BUGARRA,Instituto
Centro Instructivo Musical Tendetes,ESCOLA PRIVADA DE MÚSICA C. INSTRUCTIVO MUSICAL TENDETES,Instituto
Thames British School,null,Colegio
Centro Instructivo Musical Mislata,"ESCOLA PRIVADA DE MÚSICA ",Instituto
Centro Instructivo Musical,"ESCOLA PRIVADA DE MÚSICA ",Instituto
Centro Instr. Música Castellar-oliveral,ESCOLA PRIVADA DE MÚSICA C.INSTR. MUSICAL CASTELLAR-OLIVERAL,Instituto
Centro FP Superior de la Cámara de Comercio de Sevillla,null,Instituto
Centro Formativo La Campana,null,Instituto
Centro Formativo De Andalucía,null,Instituto
Centro Formación Profesional UNIVERSOFT,null,Instituto
Centro Formación Profesional CESUR-CLARET,null,Instituto
Centro Formación Profesional CEPAL 2,null,Instituto
Centro Formación Profesional CEFORA,null,Instituto
Centro Formación Profesional C.EST.PROFES.ADVOS.Y LINGUISTICOS(CEPAL),null,Instituto
Centro Formación Profesional APEC,null,Instituto
Centro Formación Profesional ACADEF FORMACIÓN PROFESIONAL DEPORTIVA,null,Instituto
Centro Formación Almadrabillas,null,Instituto
Centro Europeo De Estudios Profesionales,null,Instituto
Centro Estudios Musicales Massanassa,ESCOLA PRIVADA DE MÚSICA C. ESTUDIOS MUSICALES MASSANASSA,Instituto
Centro Estudios Musicales Artística Nulense,ESCOLA PRIVADA DE MÚSICA CENTRO EST.MUS.ARTÍSTICA NULENSE,Instituto
"Terra ",null,Colegio
C.R.A. Amigos De La Paz,null,Colegio
Alfonso R. Castelao,null,Colegio
Agustina Diez,null,Colegio
Centro Estudio Musical Dolores,"ESCUELA PRIVADA DE MÚSICA ",Instituto
"Centro Español de Nuevas Profesiones, CENP",null,Instituto
Centro Español De Nuevas Profesiones,null,Instituto
Centro Enseñanza Musical La Armonía,ESCOLA PRIVADA DE MÚSICA CENTRO ENSEÑANZA MUS. LA ARMONÍA,Instituto
Centro Enseñanza Musical,"ESCOLA PRIVADA DE MÚSICA ",Instituto
Centro Ee.deficiencias Auditivas,null,Instituto
Teresa De Calcuta,null,Colegio
Centro Educativo María Inmaculada,null,Instituto
Centro Educacional Residencial Doctor Gregorio Medina Blanco,null,Instituto
Teresa Berganza,null,Colegio
Centro Deportivo Zola,null,Instituto
Centro De Tecnicos Deportivos Mirasur,null,Instituto
Centro De Musica Nuestra Señora De Loreto,null,Instituto
Centro De La Real Federacion Española De Balonmano,null,Instituto
Centro De La Real Federacion Española De Atletismo,null,Instituto
Centro De La Federacion Madrileña De Vela,null,Instituto
Centro De Humanizacion De La Salud,null,Instituto
Centro De Formación Y Capacitaciói Sopeña Madrid,null,Instituto
Tempranales,null,Colegio
Centro De Formación Y Atención Social Averroes,null,Instituto
Centro De Formación Victoria,null,Instituto
Centro De Formación Técnico Sanitaria Gregorio Marañon,null,Instituto
Centro De Formación Tecnica,null,Instituto
Centro De Formación Sanitaria El Rocío,null,Instituto
Centro De Formación Profesional San Juan De Dios,null,Instituto
Centro De Formación Profesional Napoleón,null,Instituto
Centro De Formación Profesional León XIII,null,Instituto
Centro De Formación Profesional La Inmaculada,null,Instituto
Centro De Formación Profesional José Lerma,null,Instituto
Centro De Formación Profesional González Peluqueros,null,Instituto
Centro De Formación Profesional Fundación Laboral De La Construcción Madrid,Fundación,Instituto
CENTRO DE FORMACIÓN PROFESIONAL FUNDACIÓN LABORAL DE LA CONSTRUCCIÓN MADRID,null,Instituto
Centro De Formación Profesional Especial Extrema Dorii,null,Instituto
Centro De Formación Profesional Duarte Formación Alhaurín,null,Instituto
Centro De Formación Profesional Atenea,null,Instituto
Centro De Formación Profesional Aserinfisco,null,Instituto
Centro De Formación Las Moiras,null,Instituto
Centro De Formación Las Cadenas,null,Instituto
Centro De Formación Internacional Reina Isabel,null,Instituto
Centro De Formación F.a.a.s.,null,Instituto
Centro De Formación Empresarial (Alemán),null,Instituto
Tea Apanag,null,Colegio
Centro De Formación Dinamica,null,Instituto
Centro De Formación De Tecnicos Deportivos En Deportes De Invierno F.m.d.i.,null,Instituto
Centro De Formación De Peluquería Y Estética Salas,null,Instituto
Centro De Formación De Peluqueria Y Estetica Novella,null,Instituto
Centro De Formación De Esqui Madrileño,null,Instituto
Centro De F.p. Alfonso X El Sabio,null,Instituto
Centro De Estudios Tecnologicos Y Sociales Francisco De Vitoria-humanes,null,Instituto
Centro De Estudios Tecnologicos Y Sociales Francisco De Vitoria,null,Instituto
Centro De Estudios Técnicos En Sanidad,null,Instituto
Centro De Estudios Superiores Profesionales Imf,null,Instituto
Centro De Estudios Superiores Profesionales Esesa-imf,null,Instituto
Centro De Estudios Superiores Juan Pablo Ii- Cádiz,null,Instituto
Centro De Estudios Superiores Juan Pablo II,null,Instituto
Centro De Estudios Superiores Formación 2002,null,Instituto
Centro De Estudios Superiores El Valle,null,Instituto
José María De Pereda,null,Colegio
Centro De Estudios Superiores Cemar,null,Instituto
"Centro De Estudios Sanitarios, Dr. Arduán",null,Instituto
Centro De Estudios Sanitarios Dr. Arduán,null,Instituto
Centro De Estudios Profesionales De La Universidad Camilo José Cela.centro Villafranca Del Castillo,null,Instituto
Centro De Estudios Profesionales De La Universidad Camilo José Cela.centro Ferraz,null,Instituto
Centro De Estudios Profesionales Cve,null,Instituto
Centro De Estudios Profesionales Ceu - Jerez,null,Instituto
Centro De Estudios Profesionales Camino Real,null,Instituto
Centro De Estudios Profesionales (c.e.p.),null,Instituto
Centro De Estudios óptima,null,Instituto
Centro De Estudios Musicales La Marinense,ESCUELA PRIVADA DE MÚSICA C.ESTUDIOS MUSICALES LA MARINENSE,Instituto
Tajamar,null,Colegio
Centro De Estudios Jurídicos Granada III,null,Instituto
Centro De Estudios Jurídicos Granada II,null,Instituto
Centro De Estudios Jurídicos Granada,null,Instituto
Centro De Estudios Internacionales Tartessos,null,Instituto
Centro De Estudios Hermanos Naranjo,null,Instituto
Centro De Estudios Financieros,null,Instituto
Centro De Estudios De Peluquería Y Estética Alicia Bravo,null,Instituto
Taiga,null,Colegio
C.E.I.P. ANTONIO MACHADO,null,Colegio
C.e.e.amor Misericordioso,null,Colegio
Centro De Estudios Artisticos J. H. Newman,null,Instituto
